GROUP A RESULTS


MAX COVERAGE RESULTS
----------------------------------------------------------------------------------------------------------------------------------------------
| contract                                      | blackbox             | greybox              | directed_greybox     | other_directed_greybox |
| 0xa6446d655a0c34bc4f05042ee88170d056cbaf45.sol | 8.09%                | 8.29% (+2.39%)       | 8.27% (+2.12%)       | 8.60% (+6.19%)       |
| 0x6ba6f2207e343923ba692e5cae646fb0f566db8d.sol | 9.03%                | 9.08% (+0.58%)       | 9.06% (+0.33%)       | 9.21% (+2.01%)       |
| 0x7723737d529c2b42e4d218ad7e0a20354fbc7071.sol | 9.66%                | 10.46% (+8.26%)      | 10.47% (+8.36%)      | 11.02% (+14.03%)     |
| 0x5aef06ec39e98c05201ee1e54b653c372ecb9cf3.sol | 5.34%                | 5.61% (+5.02%)       | 5.63% (+5.33%)       | 5.43% (+1.70%)       |
| 0x9a9bb9b4b11bf8eccff84b58a6ccccd4058a7f0d.sol | 5.50%                | 5.59% (+1.68%)       | 5.54% (+0.78%)       | 5.52% (+0.45%)       |
| 0x0f8c45b896784a1e408526b9300519ef8660209c.sol | 8.18%                | 8.25% (+0.81%)       | 8.52% (+4.15%)       | 8.85% (+8.21%)       |
| 0xf278c1ca969095ffddded020290cf8b5c424ace2.sol | 8.77%                | 8.79% (+0.23%)       | 8.93% (+1.86%)       | 8.78% (+0.14%)       |
| 0xd2d0f85b690604c245f61513bf4679b24ed64c35.sol | 5.94%                | 6.22% (+4.70%)       | 6.30% (+6.02%)       | 6.31% (+6.16%)       |
| 0x001f0aa5da15585e5b2305dbab2bac425ea71007.sol | 8.25%                | 8.69% (+5.40%)       | 8.55% (+3.69%)       | 9.08% (+10.18%)      |
| 0x5c89736e9454200141b80c37eb28eaceca2ce8cb.sol | 5.90%                | 6.22% (+5.39%)       | 6.26% (+6.14%)       | 6.57% (+11.36%)      |
| 0x219218f117dc9348b358b8471c55a073e5e0da0b.sol | 7.75%                | 7.69% (-0.84%)       | 7.72% (-0.42%)       | 7.51% (-3.14%)       |
| 0x365542df3c8c9d096c5f0de24a0d8cf33c19c8fd.sol | 7.00%                | 7.07% (+1.03%)       | 6.65% (-4.98%)       | 6.75% (-3.54%)       |
| 0x3afa1902b1f8a802abc18e5ad982d1bcd34afe22.sol | 7.18%                | 7.07% (-1.62%)       | 7.60% (+5.77%)       | 7.74% (+7.70%)       |
| 0x588047365df5ba589f923604aac23d673555c623.sol | 6.81%                | 6.85% (+0.67%)       | 6.68% (-1.78%)       | 6.96% (+2.29%)       |
| 0x5ef3260396e263dfcd0ee9d66b258da77101fcbe.sol | 7.87%                | 7.72% (-1.80%)       | 7.63% (-2.95%)       | 8.11% (+3.15%)       |
| 0x490c95be16384e1f28b9e864e98ffecfcbff386d.sol | 7.98%                | 8.31% (+4.13%)       | 8.29% (+3.90%)       | 8.28% (+3.76%)       |
| 0xb22be3c9fef880ee58155cd402b67ce6d7b45504.sol | 6.80%                | 7.15% (+5.15%)       | 7.17% (+5.50%)       | 7.35% (+8.04%)       |
| 0x5581c0bc21a762e43d148b06d310f088b6cf97b3.sol | 7.69%                | 7.96% (+3.47%)       | 7.96% (+3.47%)       | 7.80% (+1.47%)       |
| 0xaaf37055188feee4869de63464937e683d61b2a1.sol | 7.93%                | 8.08% (+1.88%)       | 8.28% (+4.36%)       | 7.66% (-3.45%)       |
| 0x63e634330a20150dbb61b15648bc73855d6ccf07.sol | 0.00%                | 0.00% (0.00%)        | 0.00% (0.00%)        | 0.00% (0.00%)        |
| 0x5eb87caa0105a63aa87a36c7bd2573bd13e84fae.sol | 7.95%                | 8.18% (+2.95%)       | 8.70% (+9.51%)       | 8.15% (+2.54%)       |
| 0x1dea979ae76f26071870f824088da78979eb91c8.sol | 7.49%                | 8.10% (+8.17%)       | 8.01% (+6.95%)       | 8.41% (+12.32%)      |
| 0x9ce447d500eb431b2009ab159586da0fe8ccaa87.sol | 6.27%                | 6.48% (+3.43%)       | 6.47% (+3.15%)       | 6.38% (+1.82%)       |
| 0xf0ddd41ac68b71ecbad395aa6240c41c5b55c749.sol | 5.56%                | 6.05% (+8.80%)       | 5.34% (-4.00%)       | 5.48% (-1.40%)       |
| 0x0cfda67b0067f1a99deb1cb80e0273a3f26d317c.sol | 6.50%                | 6.43% (-1.10%)       | 6.75% (+3.87%)       | 6.69% (+2.83%)       |
| 0x8fe19c447821b4cdcdd5012bca1b5469ca96d80d.sol | 7.29%                | 7.12% (-2.29%)       | 7.41% (+1.65%)       | 7.39% (+1.46%)       |
| 0xbbff862d906e348e9946bfb2132ecb157da3d4b4.sol | 5.77%                | 5.91% (+2.45%)       | 5.91% (+2.43%)       | 5.97% (+3.44%)       |
| 0x500df47e1df0ef06039218dcf0960253d89d6658.sol | 0.00%                | 0.00% (0.00%)        | 0.00% (0.00%)        | 0.00% (0.00%)        |
| 0x7d8b9f24320dab5369144eb46927667f4a58dc49.sol | 6.25%                | 6.34% (+1.41%)       | 6.52% (+4.31%)       | 6.39% (+2.28%)       |
| 0x55f93985431fc9304077687a35a1ba103dc1e081.sol | 7.23%                | 7.10% (-1.79%)       | 7.15% (-1.03%)       | 7.04% (-2.61%)       |
| 0x7fce2856899a6806eeef70807985fc7554c66340.sol | 7.51%                | 7.61% (+1.45%)       | 7.55% (+0.63%)       | 7.65% (+1.90%)       |
| 0xa1d2eff5a390c7cee2e826fb244dab2600f4dc65.sol | 6.93%                | 7.13% (+2.80%)       | 8.14% (+17.32%)      | 6.91% (-0.36%)       |
| 0x2d184014b5658c453443aa87c8e9c4d57285620b.sol | 7.69%                | 7.46% (-3.01%)       | 7.31% (-4.97%)       | 7.49% (-2.60%)       |
| 0x432555e5c898f83fc5f00df631bd9c2801fea289.sol | 6.76%                | 7.17% (+6.14%)       | 7.21% (+6.77%)       | 7.48% (+10.62%)      |
| 0x7b09fb91ed7015b99db9e9ac10a2dd38ac0c85e1.sol | 6.47%                | 6.44% (-0.50%)       | 6.59% (+1.79%)       | 6.82% (+5.39%)       |
| 0x869eb8a1a479a80f9907673eae8336625dc3e526.sol | 6.21%                | 6.46% (+3.90%)       | 6.30% (+1.42%)       | 6.32% (+1.78%)       |
| 0xcde21da29e54e3b60a1aaacd1dcbda76d8066af1.sol | 5.26%                | 5.49% (+4.39%)       | 5.29% (+0.63%)       | 5.58% (+6.02%)       |
| 0xd8f93d967fa21a0a826a3bd4601ada4bb468823d.sol | 8.66%                | 8.90% (+2.86%)       | 8.60% (-0.68%)       | 8.82% (+1.87%)       |
| 0xd850942ef8811f2a866692a623011bde52a462c1.sol | 6.21%                | 7.36% (+18.49%)      | 6.41% (+3.21%)       | 7.66% (+23.23%)      |
| 0xd2bd6415db70a0f0b26c973b15b63bac74f5c9c6.sol | 8.69%                | 8.89% (+2.33%)       | 8.97% (+3.21%)       | 9.06% (+4.26%)       |
| 0xf2bb016e8c9c8975654dcd62f318323a8a79d48e.sol | 7.85%                | 7.31% (-6.81%)       | 7.43% (-5.37%)       | 7.77% (-0.95%)       |
| 0x52928c95c4c7e934e0efcfab08853a0e4558861d.sol | 8.28%                | 8.70% (+5.13%)       | 8.69% (+4.99%)       | 9.09% (+9.83%)       |
| 0x30e0130141b3f113480a5941ca180ad8c5f98612.sol | 6.12%                | 6.21% (+1.36%)       | 6.39% (+4.36%)       | 6.23% (+1.78%)       |
| 0x55f93985431fc9304077687a35a1ba103dc1e081.sol | 7.23%                | 7.10% (-1.79%)       | 7.15% (-1.03%)       | 7.04% (-2.61%)       |
| 0x9cfed76501ac8cf181a9d9fead5af25e2c901959.sol | 5.35%                | 5.36% (+0.24%)       | 5.41% (+1.08%)       | 5.51% (+2.88%)       |
| 0xbc34985b4d345aea933d5cac19f3a86bd1fb398f.sol | 6.92%                | 7.35% (+6.19%)       | 7.37% (+6.42%)       | 7.34% (+6.09%)       |
| 0xfa456cf55250a839088b27ee32a424d7dacb54ff.sol | 5.63%                | 5.66% (+0.47%)       | 5.88% (+4.33%)       | 5.65% (+0.24%)       |
| 0x41875c2332b0877cdfaa699b641402b7d4642c32.sol | 6.76%                | 6.20% (-8.24%)       | 6.40% (-5.27%)       | 6.41% (-5.20%)       |
| 0xd37532d304214d588aeeac4c365e8f1d72e2304a.sol | 7.77%                | 8.02% (+3.18%)       | 7.91% (+1.70%)       | 8.08% (+3.89%)       |
| 0x006bea43baa3f7a6f765f14f10a1a1b08334ef45.sol | 6.94%                | 6.76% (-2.52%)       | 6.93% (-0.06%)       | 6.93% (-0.05%)       |
| 0x8716fc5da009d3a208f0178b637a50f4ef42400f.sol | 7.89%                | 7.53% (-4.53%)       | 8.17% (+3.56%)       | 8.42% (+6.66%)       |
| 0x755eb14d2feff2939eb3026f5cad9d03775b9ff4.sol | 10.07%               | 10.87% (+7.97%)      | 10.88% (+8.01%)      | 10.96% (+8.88%)      |
| 0x3c4a3ffd813a107febd57b2f01bc344264d90fde.sol | 9.01%                | 9.29% (+3.10%)       | 9.15% (+1.54%)       | 9.56% (+6.10%)       |
| 0x0dba7ca3d25f8c2f46d9b06ba7b1b3144e206f38.sol | 5.63%                | 5.48% (-2.70%)       | 5.66% (+0.60%)       | 5.64% (+0.24%)       |
| 0x66e2e867b93fbe69f84387427d08861285a9a65a.sol | 9.01%                | 9.92% (+10.14%)      | 10.04% (+11.50%)     | 10.45% (+15.98%)     |
| 0x74fd51a98a4a1ecbef8cc43be801cce630e260bd.sol | 6.44%                | 6.67% (+3.51%)       | 6.50% (+0.94%)       | 6.57% (+2.00%)       |
| 0x25caf15e1cc43e7bfa9853a68de463bfb0d27021.sol | 6.76%                | 6.58% (-2.70%)       | 7.02% (+3.77%)       | 7.29% (+7.71%)       |
| 0xe530441f4f73bdb6dc2fa5af7c3fc5fd551ec838.sol | 8.01%                | 7.41% (-7.47%)       | 7.35% (-8.18%)       | 8.16% (+1.87%)       |
| 0x568f9f32969e29b5ce1a4545be5398e8cc7c4401.sol | 6.13%                | 5.23% (-14.61%)      | 5.27% (-13.95%)      | 5.41% (-11.80%)      |
| 0x3a1bda28adb5b0a812a7cf10a1950c920f79bcd3.sol | 7.43%                | 7.34% (-1.24%)       | 7.43% (+0.08%)       | 7.06% (-4.94%)       |
| 0xb7fc894f2b6764e114362d303e491709a85c01c2.sol | 5.98%                | 6.15% (+2.78%)       | 5.82% (-2.79%)       | 6.05% (+1.20%)       |
| 0x7a6542e629630a6a2c89ccce098386dcec39f6cf.sol | 5.24%                | 5.44% (+3.76%)       | 5.30% (+1.17%)       | 5.60% (+6.72%)       |
| 0xaf8a215e81faea7c180ce22b72483525121813bd.sol | 7.56%                | 7.85% (+3.82%)       | 7.63% (+0.94%)       | 7.79% (+3.08%)       |
| 0xee609fe292128cad03b786dbb9bc2634ccdbe7fc.sol | 5.23%                | 5.55% (+6.08%)       | 5.53% (+5.71%)       | 5.59% (+6.88%)       |
| 0x1818409ff612a6d574ca979904396bb4b8ea6d51.sol | 9.00%                | 9.12% (+1.41%)       | 9.20% (+2.25%)       | 8.93% (-0.69%)       |
| 0x1530df3e1c69501d4ecb7e58eb045b90de158873.sol | 5.25%                | 5.63% (+7.13%)       | 5.45% (+3.72%)       | 5.58% (+6.19%)       |
| 0x59c337ef937d0ba9cb1cc47d4e6ded632d22d623.sol | 7.29%                | 7.30% (+0.05%)       | 7.47% (+2.39%)       | 7.61% (+4.42%)       |
| 0x5f3789907b35dce5605b00c0be0a7ecdbfa8a841.sol | 7.16%                | 7.45% (+4.00%)       | 7.47% (+4.36%)       | 7.55% (+5.43%)       |
| 0xf1dd5964eabcc6e86230fa6f222677cfdaaf9f0e.sol | 10.33%               | 10.91% (+5.62%)      | 11.08% (+7.26%)      | 11.47% (+10.95%)     |
| 0x1d41e18e8ed1ef148547ceade01912e638f464b8.sol | 6.40%                | 6.80% (+6.25%)       | 6.51% (+1.72%)       | 6.72% (+5.12%)       |
| 0x4d3ddfee61326469a1b353920a313f226ea84314.sol | 6.39%                | 6.45% (+0.95%)       | 6.67% (+4.27%)       | 6.44% (+0.71%)       |
| 0x798f509bade66b9f20980abb0dcc024ca7afc530.sol | 5.47%                | 5.66% (+3.38%)       | 5.49% (+0.19%)       | 5.40% (-1.35%)       |
| 0xa5409ec958c83c3f309868babaca7c86dcb077c1.sol | 8.68%                | 8.78% (+1.10%)       | 8.74% (+0.70%)       | 8.83% (+1.74%)       |
| 0x22d1755515bef4afd277d8acd42adbac49c77d43.sol | 5.23%                | 5.49% (+4.90%)       | 5.45% (+4.20%)       | 5.48% (+4.77%)       |
| 0x56d1ae30c97288da4b58bc39f026091778e4e316.sol | 7.43%                | 6.92% (-6.79%)       | 7.69% (+3.60%)       | 7.65% (+3.07%)       |
| 0xdc30a5baf62f3ce8d7e74a272bc139fbb7a0cab4.sol | 6.34%                | 6.59% (+3.90%)       | 6.74% (+6.22%)       | 6.85% (+7.98%)       |
| 0x24700a297960e8477ce3ca6c58b70a7af3410398.sol | 6.65%                | 6.53% (-1.80%)       | 6.71% (+0.93%)       | 7.08% (+6.38%)       |
| 0xc86a3ac9a4997926631e658e63235ec8b526c97f.sol | 6.49%                | 6.40% (-1.33%)       | 6.53% (+0.59%)       | 6.51% (+0.30%)       |
| 0x86e6a4f512b1290c043970b04e0b570d4fc98291.sol | 6.87%                | 7.03% (+2.34%)       | 6.22% (-9.52%)       | 7.05% (+2.70%)       |
| 0xcd2ddec1150ded7a28834169683a0dbc93a782c2.sol | 7.19%                | 7.34% (+2.13%)       | 6.23% (-13.36%)      | 7.35% (+2.19%)       |
| 0x767588059265d2a243445dd3f23db37b96018dd5.sol | 5.43%                | 5.73% (+5.57%)       | 5.55% (+2.20%)       | 5.66% (+4.18%)       |
| 0xc12d099be31567add4e4e4d0d45691c3f58f5663.sol | 9.23%                | 9.47% (+2.60%)       | 9.47% (+2.59%)       | 9.75% (+5.64%)       |
| 0xf1def7f0e620f39531eb352fe13da6825218e7df.sol | 6.54%                | 6.50% (-0.57%)       | 6.75% (+3.14%)       | 6.55% (+0.15%)       |
| 0x898bf39cd67658bd63577fb00a2a3571daecbc53.sol | 7.30%                | 7.16% (-2.02%)       | 7.19% (-1.55%)       | 7.25% (-0.80%)       |
| 0xa6f53672a40ab4ef7ffd8497d8abb843718ecb22.sol | 7.33%                | 7.53% (+2.74%)       | 7.27% (-0.75%)       | 7.56% (+3.22%)       |
| 0x0eb152d2bba8af722d7e296a1f223d819c3bbb1f.sol | 6.62%                | 7.92% (+19.61%)      | 1.92% (-71.05%)      | 8.25% (+24.66%)      |
| 0x8faf0be1465b9be70ee73d9123b2a1fdd9f2aae4.sol | 5.95%                | 5.99% (+0.70%)       | 6.24% (+4.92%)       | 6.08% (+2.14%)       |
| 0xfc05987bd2be489accf0f509e44b0145d68240f7.sol | 10.06%               | 10.41% (+3.48%)      | 9.94% (-1.19%)       | 10.56% (+4.98%)      |
| 0xddaaf4a0702a03a4505f2352a1aba001ffc344be.sol | 8.31%                | 8.47% (+1.92%)       | 7.74% (-6.86%)       | 8.38% (+0.73%)       |
| 0x4cc29dd2b01a3e0ed005c6e2deb5b3666e4c240c.sol | 5.38%                | 5.48% (+1.91%)       | 5.40% (+0.53%)       | 5.85% (+8.80%)       |
| 0xdcb5410ef70f59a5a2839fc6d4d0b2ca981f5e2d.sol | 7.53%                | 7.96% (+5.73%)       | 7.86% (+4.43%)       | 7.99% (+6.12%)       |
| 0x8542325b72c6d9fc0ad2ca965a78435413a915a0.sol | 7.05%                | 7.24% (+2.62%)       | 7.18% (+1.79%)       | 7.43% (+5.35%)       |
| 0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb.sol | 6.90%                | 6.71% (-2.82%)       | 6.85% (-0.83%)       | 6.89% (-0.19%)       |
| 0x5ca381bbfb58f0092df149bd3d243b08b9a8386e.sol | 6.75%                | 7.19% (+6.41%)       | 7.18% (+6.36%)       | 7.50% (+11.03%)      |
| 0x11c039f368606d91664bfd10137b00eee13cde77.sol | 7.27%                | 7.60% (+4.56%)       | 7.81% (+7.42%)       | 8.04% (+10.65%)      |
| 0x8bcb64bfda77905398b67af0af084c744e777a20.sol | 6.20%                | 6.23% (+0.45%)       | 5.70% (-8.11%)       | 6.28% (+1.24%)       |
| 0x275b69aa7c8c1d648a0557656bce1c286e69a29d.sol | 5.41%                | 5.41% (+0.10%)       | 5.61% (+3.69%)       | 5.51% (+1.79%)       |
| 0xe3278df3eb2085ba9b6899812a99a10f9ca5e0df.sol | 6.98%                | 6.39% (-8.50%)       | 7.01% (+0.37%)       | 6.47% (-7.36%)       |
| 0xa5b46ff9a887180c8fb2d97146398ddfc5fef1cd.sol | 6.38%                | 6.52% (+2.11%)       | 6.66% (+4.41%)       | 6.72% (+5.23%)       |
| 0x399934a1b63154c825e518c68b7da2147d6cb0c9.sol | 5.08%                | 6.02% (+18.47%)      | 5.28% (+3.89%)       | 5.37% (+5.61%)       |
| 0xd1ceeeefa68a6af0a5f6046132d986066c7f9426.sol | 5.19%                | 6.79% (+30.91%)      | 5.53% (+6.67%)       | 1.66% (-68.00%)      |
| 0x9af4f26941677c706cfecf6d3379ff01bb85d5ab.sol | 8.42%                | 8.67% (+2.99%)       | 8.52% (+1.19%)       | 8.67% (+2.90%)       |
| 0x9f0f1be08591ab7d990faf910b38ed5d60e4d5bf.sol | 7.42%                | 8.04% (+8.34%)       | 7.58% (+2.15%)       | 8.39% (+13.09%)      |
| 0xe803267c5086252425befe8e1f9c4cec0ea3a952.sol | 6.20%                | 6.18% (-0.29%)       | 6.51% (+5.05%)       | 6.30% (+1.63%)       |
| 0x6c6ee5e31d828de241282b9606c8e98ea48526e2.sol | 9.51%                | 9.53% (+0.30%)       | 9.55% (+0.47%)       | 9.84% (+3.49%)       |
| 0xe30a76ec9168639f09061e602924ae601d341066.sol | 6.58%                | 6.60% (+0.37%)       | 6.36% (-3.29%)       | 6.58% (+0.11%)       |
| 0xdf4703c56d1497a33c3fe75c2ee4ba02515778e9.sol | 8.62%                | 9.01% (+4.58%)       | 8.80% (+2.14%)       | 9.23% (+7.06%)       |
| 0xfb5a551374b656c6e39787b1d3a03feab7f3a98e.sol | 7.28%                | 7.37% (+1.28%)       | 7.57% (+4.02%)       | 7.40% (+1.69%)       |
| 0xff603f43946a3a28df5e6a73172555d8c8b02386.sol | 7.95%                | 7.99% (+0.45%)       | 8.01% (+0.76%)       | 7.96% (+0.11%)       |
| 0xb0ca787f8cf38f077e8201b05378da230a8b462f.sol | 7.23%                | 7.34% (+1.60%)       | 7.69% (+6.38%)       | 7.93% (+9.78%)       |
| 0x5b135d7e2774c801a73208f258123d7623e07784.sol | 7.25%                | 7.34% (+1.25%)       | 7.30% (+0.73%)       | 7.52% (+3.71%)       |
| 0xf966bc1e1ab786830fd98a3f8f978940f8e5c13e.sol | 6.49%                | 6.51% (+0.21%)       | 6.53% (+0.55%)       | 6.59% (+1.46%)       |
| 0x98d8d146e644171cd47ff8588987b7bdeef72a87.sol | 7.16%                | 7.27% (+1.52%)       | 7.50% (+4.68%)       | 7.23% (+0.96%)       |
| 0xffe04344f48e7ca2ee5e25bf557ac88b1b769cb3.sol | 7.87%                | 8.05% (+2.22%)       | 8.14% (+3.42%)       | 7.73% (-1.81%)       |
| 0xfa55951f84bfbe2e6f95aa74b58cc7047f9f0644.sol | 6.55%                | 6.48% (-1.11%)       | 6.80% (+3.90%)       | 6.34% (-3.14%)       |
| 0x9457725777a69922af16f3f3d58a92dae1995856.sol | 8.77%                | 9.16% (+4.50%)       | 9.19% (+4.80%)       | 9.74% (+11.09%)      |
| 0x54f0e3b0d7ccbb65e56d166350aa86f7e71ce20b.sol | 7.42%                | 7.41% (-0.10%)       | 7.01% (-5.50%)       | 7.05% (-4.97%)       |
| 0x9f103cd6fb907928351353e6f339c3fdcd5ee05c.sol | 8.76%                | 8.89% (+1.41%)       | 8.95% (+2.07%)       | 7.84% (-10.52%)      |
| 0xc88be04c809856b75e3dfe19eb4dcf0a3b15317a.sol | 5.48%                | 5.72% (+4.45%)       | 5.64% (+2.89%)       | 5.71% (+4.16%)       |
| 0xd54661c39362c2f1137f42307036f5b75a722a20.sol | 5.27%                | 5.30% (+0.70%)       | 6.17% (+17.09%)      | 6.17% (+17.16%)      |
| 0x36d10c6800d569bb8c4fe284a05ffe3b752f972c.sol | 7.45%                | 7.55% (+1.46%)       | 7.45% (+0.05%)       | 7.81% (+4.85%)       |
| 0x27695e09149adc738a978e9a678f99e4c39e9eb9.sol | 6.21%                | 6.68% (+7.54%)       | 6.77% (+9.08%)       | 5.85% (-5.78%)       |
| 0x464ebe77c293e473b48cfe96ddcf88fcf7bfdac0.sol | 7.67%                | 7.40% (-3.49%)       | 7.91% (+3.12%)       | 7.61% (-0.73%)       |
| 0x490c95be16384e1f28b9e864e98ffecfcbff386d.sol | 7.98%                | 8.31% (+4.13%)       | 8.29% (+3.90%)       | 8.28% (+3.76%)       |
| 0x8a88f04e0c905054d2f33b26bb3a46d7091a039a.sol | 6.52%                | 6.61% (+1.37%)       | 6.64% (+1.92%)       | 6.50% (-0.26%)       |
| 0x5f53f7a8075614b699baad0bc2c899f4bad8fbbf.sol | 5.63%                | 5.76% (+2.37%)       | 5.79% (+2.88%)       | 5.98% (+6.16%)       |
| 0x7444e28d8d8db540054271b1e9a9c2573aaf01b7.sol | 5.27%                | 5.45% (+3.50%)       | 5.34% (+1.32%)       | 5.55% (+5.38%)       |
| 0xea26c4ac16d4a5a106820bc8aee85fd0b7b2b664.sol | 7.28%                | 8.11% (+11.34%)      | 7.78% (+6.83%)       | 7.84% (+7.69%)       |
| 0xeef8102a0d46d508f171d7323bceffc592835f13.sol | 8.66%                | 9.15% (+5.68%)       | 8.77% (+1.34%)       | 8.86% (+2.35%)       |
| 0xbf3f09e4eba5f7805e5fac0ee09fd6ee8eebe4cb.sol | 0.00%                | 0.00% (0.00%)        | 0.00% (0.00%)        | 0.00% (0.00%)        |
| 0xafb559485401f81fcab7af7f5b5f6dd3b962c63f.sol | 8.37%                | 8.36% (-0.15%)       | 8.00% (-4.41%)       | 8.73% (+4.30%)       |
| 0xcf9fbffec9e0e5bbc62e79bf1965f5db76955661.sol | 7.05%                | 7.18% (+1.91%)       | 6.90% (-2.03%)       | 7.16% (+1.66%)       |
| 0x500565e098d98a273224ec8fb33d98dc8946f8b9.sol | 6.50%                | 6.72% (+3.39%)       | 6.62% (+1.96%)       | 5.98% (-7.98%)       |
| 0x490c95be16384e1f28b9e864e98ffecfcbff386d.sol | 7.98%                | 8.31% (+4.13%)       | 8.29% (+3.90%)       | 8.28% (+3.76%)       |
| 0x2aec18c5500f21359ce1bea5dc1777344df4c0dc.sol | 7.76%                | 7.66% (-1.38%)       | 7.71% (-0.69%)       | 7.73% (-0.40%)       |
| 0x5f937f2556fda10f5ebac54a902a93e5e7504c3e.sol | 5.83%                | 5.90% (+1.28%)       | 6.20% (+6.43%)       | 6.43% (+10.41%)      |
| 0x6beb418fc6e1958204ac8baddcf109b8e9694966.sol | 6.84%                | 6.89% (+0.66%)       | 7.00% (+2.37%)       | 7.13% (+4.18%)       |
| 0x541cdaae3d240aee1a79a7469c2f10b6dd98e4d7.sol | 6.89%                | 7.53% (+9.31%)       | 6.79% (-1.49%)       | 7.42% (+7.70%)       |
| 0x4a8f44be523580a11cdb20e2c7c470adf44ec9bb.sol | 7.40%                | 7.52% (+1.67%)       | 7.15% (-3.30%)       | 7.12% (-3.80%)       |
| 0x8b40761142b9aa6dc8964e61d0585995425c3d94.sol | 9.34%                | 8.47% (-9.33%)       | 8.55% (-8.53%)       | 9.83% (+5.18%)       |
| 0xfc0d912896ea2cadfc49735f8c564809ebec593e.sol | 5.91%                | 6.13% (+3.65%)       | 6.34% (+7.18%)       | 6.46% (+9.30%)       |
| 0xd10cbb3ca3ac21da64009dd394b3f3125243b67d.sol | 6.54%                | 6.74% (+3.15%)       | 6.31% (-3.44%)       | 6.08% (-6.99%)       |
| 0x77599d2c6db170224243e255e6669280f11f1473.sol | 7.10%                | 6.92% (-2.63%)       | 7.20% (+1.42%)       | 7.35% (+3.47%)       |
| 0x14ddda446688b73161aa1382f4e4343353af6fc8.sol | 9.78%                | 9.70% (-0.81%)       | 9.79% (+0.10%)       | 10.16% (+3.93%)      |
| 0x1d462811562cc3675375a6d00c1618a370c27836.sol | 6.41%                | 6.62% (+3.19%)       | 6.53% (+1.75%)       | 6.61% (+3.06%)       |
| 0xe57cf6e88505f36954e7c8e6ca9d6b645d030375.sol | 5.30%                | 5.52% (+4.14%)       | 5.39% (+1.71%)       | 5.30% (+0.07%)       |
| 0x642f4be6da9d9daa9076f8d161b15a166e966069.sol | 8.69%                | 8.93% (+2.86%)       | 8.87% (+2.07%)       | 9.15% (+5.29%)       |
| 0x7b02c6118baefe500058cfc07d708fb404ef5bc6.sol | 7.78%                | 7.92% (+1.87%)       | 8.02% (+3.08%)       | 7.36% (-5.33%)       |
| 0xcf8335727b776d190f9d15a54e6b9b9348439eee.sol | 7.75%                | 7.83% (+1.09%)       | 8.08% (+4.28%)       | 8.07% (+4.15%)       |
| 0x50430b6201c9859c91a5590ac71700cc71499a0e.sol | 5.12%                | 5.12% (-0.04%)       | 5.06% (-1.27%)       | 5.06% (-1.24%)       |
| 0x9e96604445ec19ffed9a5e8dd7b50a29c899a10c.sol | 6.56%                | 6.02% (-8.22%)       | 6.73% (+2.53%)       | 6.82% (+3.93%)       |
| 0x813b428af3920226e059b68a62e4c04933d4ea7a.sol | 5.27%                | 5.33% (+1.18%)       | 5.29% (+0.37%)       | 5.12% (-2.89%)       |
| 0xb2e260f12406c401874ecc960893c0f74cd6afcd.sol | 6.58%                | 6.88% (+4.58%)       | 6.85% (+4.12%)       | 7.05% (+7.26%)       |
| 0xc45ba8f03ac63e4505ac5eed4985fb4e5e94383a.sol | 8.64%                | 7.55% (-12.59%)      | 8.93% (+3.33%)       | 9.33% (+8.02%)       |
| 0x9d357d43d9733a1e59e5eb1432f2527e66e2cd43.sol | 8.24%                | 8.77% (+6.44%)       | 8.68% (+5.41%)       | 9.14% (+10.89%)      |
| 0xce53a179047ebed80261689367c093c90a94cc08.sol | 6.01%                | 6.38% (+6.15%)       | 6.08% (+1.21%)       | 6.34% (+5.49%)       |
| 0xdf7d9630d5c43f2ece338843c019f050f72dcd79.sol | 7.16%                | 6.02% (-15.98%)      | 7.11% (-0.69%)       | 7.10% (-0.79%)       |
| 0x68d57c9a1c35f63e2c83ee8e49a64e9d70528d25.sol | 7.67%                | 7.70% (+0.40%)       | 7.48% (-2.55%)       | 7.72% (+0.63%)       |
| 0x1d18f44256a27862d886e27191d55ab4029172c1.sol | 8.01%                | 7.76% (-3.11%)       | 7.80% (-2.64%)       | 7.86% (-1.91%)       |
| 0xf670c19e19135079ac72c1fbc7be98c6e0ff27c0.sol | 9.17%                | 9.25% (+0.92%)       | 9.47% (+3.26%)       | 9.79% (+6.75%)       |
| 0xca14e435f1048569dab3264de3c6be764b29da2d.sol | 7.83%                | 8.53% (+8.97%)       | 8.09% (+3.30%)       | 8.51% (+8.73%)       |
| 0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195.sol | 7.34%                | 7.36% (+0.26%)       | 7.49% (+2.15%)       | 7.39% (+0.68%)       |
| 0xf8a15b1540d5f9d002d9ccb7fd1f23e795c2859d.sol | 6.75%                | 7.01% (+3.85%)       | 6.76% (+0.22%)       | 6.69% (-0.83%)       |
| 0x5d51fcced3114a8bb5e90cdd0f9d682bcbcc5393.sol | 6.62%                | 6.48% (-2.12%)       | 6.74% (+1.81%)       | 6.89% (+4.02%)       |
| 0xbded3f7537e75d6c38c036a3a788a549afde12b1.sol | 5.24%                | 5.20% (-0.70%)       | 5.43% (+3.69%)       | 5.43% (+3.74%)       |
