GROUP A RESULTS


MAX COVERAGE RESULTS
----------------------------------------------------------------------------------------------------------------------------------------------
| contract                                      | blackbox             | greybox              | directed_greybox     | other_directed_greybox |
| 0x3afa1902b1f8a802abc18e5ad982d1bcd34afe22.sol | 40.14%               | 49.82% (+24.11%)     | 49.46% (+23.21%)     | 56.99% (+41.96%)     |
| 0x588047365df5ba589f923604aac23d673555c623.sol | 33.01%               | 37.50% (+13.59%)     | 35.26% (+6.80%)      | 38.78% (+17.48%)     |
| 0x5ef3260396e263dfcd0ee9d66b258da77101fcbe.sol | 53.09%               | 41.15% (-22.48%)     | 55.56% (+4.65%)      | 61.73% (+16.28%)     |
| 0x490c95be16384e1f28b9e864e98ffecfcbff386d.sol | 38.42%               | 49.85% (+29.77%)     | 51.61% (+34.35%)     | 51.61% (+34.35%)     |
| 0xb22be3c9fef880ee58155cd402b67ce6d7b45504.sol | 47.55%               | 50.94% (+7.14%)      | 55.47% (+16.67%)     | 42.26% (-11.11%)     |
| 0x5581c0bc21a762e43d148b06d310f088b6cf97b3.sol | 48.56%               | 60.49% (+24.58%)     | 57.61% (+18.64%)     | 58.02% (+19.49%)     |
| 0xaaf37055188feee4869de63464937e683d61b2a1.sol | 40.96%               | 51.00% (+24.51%)     | 47.39% (+15.69%)     | 34.54% (-15.69%)     |
| 0x63e634330a20150dbb61b15648bc73855d6ccf07.sol | 0.00%                | 0.00% (0.00%)        | 0.00% (0.00%)        | 0.00% (0.00%)        |
| 0x5eb87caa0105a63aa87a36c7bd2573bd13e84fae.sol | 58.76%               | 66.32% (+12.87%)     | 73.20% (+24.56%)     | 70.10% (+19.30%)     |
| 0x1dea979ae76f26071870f824088da78979eb91c8.sol | 22.92%               | 30.36% (+32.47%)     | 30.36% (+32.47%)     | 29.76% (+29.87%)     |
| 0x9ce447d500eb431b2009ab159586da0fe8ccaa87.sol | 49.84%               | 57.37% (+15.09%)     | 58.62% (+17.61%)     | 57.37% (+15.09%)     |
| 0xf0ddd41ac68b71ecbad395aa6240c41c5b55c749.sol | 39.86%               | 51.96% (+30.36%)     | 50.18% (+25.89%)     | 48.75% (+22.32%)     |
| 0x0cfda67b0067f1a99deb1cb80e0273a3f26d317c.sol | 47.48%               | 50.00% (+5.31%)      | 45.38% (-4.42%)      | 36.97% (-22.12%)     |
| 0x8fe19c447821b4cdcdd5012bca1b5469ca96d80d.sol | 47.64%               | 55.74% (+17.02%)     | 56.42% (+18.44%)     | 56.76% (+19.15%)     |
| 0xbbff862d906e348e9946bfb2132ecb157da3d4b4.sol | 57.03%               | 57.82% (+1.40%)      | 65.25% (+14.42%)     | 61.80% (+8.37%)      |
| 0x500df47e1df0ef06039218dcf0960253d89d6658.sol | 0.00%                | 0.00% (0.00%)        | 0.00% (0.00%)        | 0.00% (0.00%)        |
| 0x7d8b9f24320dab5369144eb46927667f4a58dc49.sol | 34.15%               | 36.31% (+6.35%)      | 33.06% (-3.17%)      | 34.96% (+2.38%)      |
| 0x55f93985431fc9304077687a35a1ba103dc1e081.sol | 52.22%               | 52.56% (+0.65%)      | 57.68% (+10.46%)     | 53.92% (+3.27%)      |
| 0x7fce2856899a6806eeef70807985fc7554c66340.sol | 35.52%               | 22.39% (-36.97%)     | 40.00% (+12.61%)     | 41.19% (+15.97%)     |
| 0xa1d2eff5a390c7cee2e826fb244dab2600f4dc65.sol | 29.53%               | 32.68% (+10.67%)     | 58.27% (+97.33%)     | 30.31% (+2.67%)      |
| 0x2d184014b5658c453443aa87c8e9c4d57285620b.sol | 53.12%               | 60.62% (+14.12%)     | 60.62% (+14.12%)     | 60.00% (+12.94%)     |
| 0x432555e5c898f83fc5f00df631bd9c2801fea289.sol | 37.02%               | 52.34% (+41.38%)     | 39.57% (+6.90%)      | 38.30% (+3.45%)      |
| 0x7b09fb91ed7015b99db9e9ac10a2dd38ac0c85e1.sol | 44.54%               | 50.84% (+14.15%)     | 53.36% (+19.81%)     | 49.58% (+11.32%)     |
| 0x869eb8a1a479a80f9907673eae8336625dc3e526.sol | 42.01%               | 46.13% (+9.82%)      | 40.21% (-4.29%)      | 45.88% (+9.20%)      |
| 0xcde21da29e54e3b60a1aaacd1dcbda76d8066af1.sol | 46.18%               | 54.71% (+18.47%)     | 48.82% (+5.73%)      | 42.94% (-7.01%)      |
| 0xd8f93d967fa21a0a826a3bd4601ada4bb468823d.sol | 53.85%               | 57.31% (+6.43%)      | 48.08% (-10.71%)     | 49.23% (-8.57%)      |
| 0xd850942ef8811f2a866692a623011bde52a462c1.sol | 29.68%               | 46.12% (+55.38%)     | 33.79% (+13.85%)     | 40.64% (+36.92%)     |
| 0xd2bd6415db70a0f0b26c973b15b63bac74f5c9c6.sol | 40.91%               | 48.64% (+18.89%)     | 54.09% (+32.22%)     | 53.64% (+31.11%)     |
| 0xf2bb016e8c9c8975654dcd62f318323a8a79d48e.sol | 44.19%               | 41.57% (-5.93%)      | 35.96% (-18.64%)     | 40.82% (-7.63%)      |
| 0x52928c95c4c7e934e0efcfab08853a0e4558861d.sol | 39.39%               | 53.41% (+35.58%)     | 53.79% (+36.54%)     | 55.68% (+41.35%)     |
| 0x30e0130141b3f113480a5941ca180ad8c5f98612.sol | 37.19%               | 49.12% (+32.08%)     | 54.04% (+45.28%)     | 46.32% (+24.53%)     |
| 0x55f93985431fc9304077687a35a1ba103dc1e081.sol | 52.22%               | 52.56% (+0.65%)      | 57.68% (+10.46%)     | 53.92% (+3.27%)      |
| 0x9cfed76501ac8cf181a9d9fead5af25e2c901959.sol | 40.76%               | 51.32% (+25.90%)     | 51.61% (+26.62%)     | 51.61% (+26.62%)     |
| 0xbc34985b4d345aea933d5cac19f3a86bd1fb398f.sol | 44.54%               | 57.21% (+28.43%)     | 54.59% (+22.55%)     | 51.53% (+15.69%)     |
| 0xfa456cf55250a839088b27ee32a424d7dacb54ff.sol | 21.36%               | 21.36% (0.00%)       | 21.36% (0.00%)       | 21.36% (0.00%)       |
| 0x41875c2332b0877cdfaa699b641402b7d4642c32.sol | 40.67%               | 50.75% (+24.77%)     | 59.33% (+45.87%)     | 56.34% (+38.53%)     |
| 0xd37532d304214d588aeeac4c365e8f1d72e2304a.sol | 38.10%               | 51.59% (+35.42%)     | 46.03% (+20.83%)     | 46.43% (+21.88%)     |
| 0x006bea43baa3f7a6f765f14f10a1a1b08334ef45.sol | 40.50%               | 45.45% (+12.24%)     | 47.52% (+17.35%)     | 46.28% (+14.29%)     |
| 0x8716fc5da009d3a208f0178b637a50f4ef42400f.sol | 41.63%               | 50.23% (+20.65%)     | 50.68% (+21.74%)     | 45.25% (+8.70%)      |
| 0x755eb14d2feff2939eb3026f5cad9d03775b9ff4.sol | 49.06%               | 58.49% (+19.23%)     | 59.12% (+20.51%)     | 59.12% (+20.51%)     |
| 0x3c4a3ffd813a107febd57b2f01bc344264d90fde.sol | 55.50%               | 58.50% (+5.41%)      | 58.50% (+5.41%)      | 56.00% (+0.90%)      |
| 0x0dba7ca3d25f8c2f46d9b06ba7b1b3144e206f38.sol | 37.46%               | 40.28% (+7.52%)      | 40.56% (+8.27%)      | 40.28% (+7.52%)      |
| 0x66e2e867b93fbe69f84387427d08861285a9a65a.sol | 38.14%               | 54.12% (+41.89%)     | 53.61% (+40.54%)     | 56.19% (+47.30%)     |
| 0x74fd51a98a4a1ecbef8cc43be801cce630e260bd.sol | 44.96%               | 47.06% (+4.67%)      | 49.16% (+9.35%)      | 41.60% (-7.48%)      |
| 0x25caf15e1cc43e7bfa9853a68de463bfb0d27021.sol | 31.36%               | 54.73% (+74.53%)     | 50.59% (+61.32%)     | 44.08% (+40.57%)     |
| 0xe530441f4f73bdb6dc2fa5af7c3fc5fd551ec838.sol | 46.86%               | 47.34% (+1.03%)      | 42.03% (-10.31%)     | 41.06% (-12.37%)     |
| 0x568f9f32969e29b5ce1a4545be5398e8cc7c4401.sol | 39.95%               | 51.26% (+28.30%)     | 48.49% (+21.38%)     | 54.77% (+37.11%)     |
| 0x3a1bda28adb5b0a812a7cf10a1950c920f79bcd3.sol | 39.74%               | 55.96% (+40.83%)     | 46.36% (+16.67%)     | 50.33% (+26.67%)     |
| 0xb7fc894f2b6764e114362d303e491709a85c01c2.sol | 28.84%               | 35.58% (+23.38%)     | 32.58% (+12.99%)     | 33.71% (+16.88%)     |
| 0x7a6542e629630a6a2c89ccce098386dcec39f6cf.sol | 49.71%               | 40.59% (-18.34%)     | 59.41% (+19.53%)     | 54.71% (+10.06%)     |
| 0xaf8a215e81faea7c180ce22b72483525121813bd.sol | 44.69%               | 56.19% (+25.74%)     | 53.10% (+18.81%)     | 51.33% (+14.85%)     |
| 0xee609fe292128cad03b786dbb9bc2634ccdbe7fc.sol | 24.43%               | 33.91% (+38.82%)     | 35.06% (+43.53%)     | 37.07% (+51.76%)     |
| 0x1818409ff612a6d574ca979904396bb4b8ea6d51.sol | 28.21%               | 30.13% (+6.82%)      | 31.41% (+11.36%)     | 31.41% (+11.36%)     |
| 0x1530df3e1c69501d4ecb7e58eb045b90de158873.sol | 36.76%               | 50.29% (+36.80%)     | 51.76% (+40.80%)     | 53.24% (+44.80%)     |
| 0x59c337ef937d0ba9cb1cc47d4e6ded632d22d623.sol | 40.81%               | 48.43% (+18.68%)     | 44.39% (+8.79%)      | 41.70% (+2.20%)      |
| 0x5f3789907b35dce5605b00c0be0a7ecdbfa8a841.sol | 30.91%               | 41.82% (+35.29%)     | 42.55% (+37.65%)     | 43.64% (+41.18%)     |
| 0xf1dd5964eabcc6e86230fa6f222677cfdaaf9f0e.sol | 33.16%               | 38.34% (+15.62%)     | 38.34% (+15.62%)     | 38.34% (+15.62%)     |
| 0x1d41e18e8ed1ef148547ceade01912e638f464b8.sol | 48.32%               | 55.88% (+15.65%)     | 52.10% (+7.83%)      | 54.62% (+13.04%)     |
| 0x4d3ddfee61326469a1b353920a313f226ea84314.sol | 34.45%               | 53.36% (+54.88%)     | 45.38% (+31.71%)     | 50.84% (+47.56%)     |
| 0x798f509bade66b9f20980abb0dcc024ca7afc530.sol | 41.78%               | 59.33% (+42.00%)     | 52.37% (+25.33%)     | 51.25% (+22.67%)     |
| 0xa5409ec958c83c3f309868babaca7c86dcb077c1.sol | 35.12%               | 32.14% (-8.47%)      | 38.10% (+8.47%)      | 33.33% (-5.08%)      |
| 0x22d1755515bef4afd277d8acd42adbac49c77d43.sol | 43.24%               | 54.71% (+26.53%)     | 53.24% (+23.13%)     | 50.29% (+16.33%)     |
| 0x56d1ae30c97288da4b58bc39f026091778e4e316.sol | 48.16%               | 58.46% (+21.37%)     | 53.31% (+10.69%)     | 52.94% (+9.92%)      |
| 0xdc30a5baf62f3ce8d7e74a272bc139fbb7a0cab4.sol | 48.32%               | 51.26% (+6.09%)      | 47.90% (-0.87%)      | 47.06% (-2.61%)      |
| 0x24700a297960e8477ce3ca6c58b70a7af3410398.sol | 52.78%               | 55.56% (+5.26%)      | 57.64% (+9.21%)      | 52.43% (-0.66%)      |
| 0xc86a3ac9a4997926631e658e63235ec8b526c97f.sol | 58.68%               | 65.30% (+11.29%)     | 61.51% (+4.84%)      | 61.20% (+4.30%)      |
| 0x86e6a4f512b1290c043970b04e0b570d4fc98291.sol | 40.66%               | 44.32% (+9.01%)      | 46.89% (+15.32%)     | 57.88% (+42.34%)     |
| 0xcd2ddec1150ded7a28834169683a0dbc93a782c2.sol | 45.90%               | 44.59% (-2.86%)      | 18.36% (-60.00%)     | 47.21% (+2.86%)      |
| 0x767588059265d2a243445dd3f23db37b96018dd5.sol | 43.93%               | 41.91% (-4.61%)      | 39.31% (-10.53%)     | 47.69% (+8.55%)      |
| 0xc12d099be31567add4e4e4d0d45691c3f58f5663.sol | 42.55%               | 45.53% (+7.00%)      | 45.11% (+6.00%)      | 54.04% (+27.00%)     |
| 0xf1def7f0e620f39531eb352fe13da6825218e7df.sol | 40.34%               | 52.10% (+29.17%)     | 47.48% (+17.71%)     | 47.06% (+16.67%)     |
| 0x898bf39cd67658bd63577fb00a2a3571daecbc53.sol | 32.70%               | 33.78% (+3.31%)      | 33.78% (+3.31%)      | 33.78% (+3.31%)      |
| 0xa6f53672a40ab4ef7ffd8497d8abb843718ecb22.sol | 37.76%               | 44.76% (+18.52%)     | 46.15% (+22.22%)     | 43.01% (+13.89%)     |
| 0x0eb152d2bba8af722d7e296a1f223d819c3bbb1f.sol | 20.56%               | 45.64% (+122.03%)    | 3.83% (-81.36%)      | 44.95% (+118.64%)    |
| 0x8faf0be1465b9be70ee73d9123b2a1fdd9f2aae4.sol | 47.78%               | 55.93% (+17.05%)     | 48.52% (+1.55%)      | 54.07% (+13.18%)     |
| 0xfc05987bd2be489accf0f509e44b0145d68240f7.sol | 41.44%               | 45.86% (+10.67%)     | 46.96% (+13.33%)     | 45.86% (+10.67%)     |
| 0xddaaf4a0702a03a4505f2352a1aba001ffc344be.sol | 29.79%               | 47.23% (+58.57%)     | 52.34% (+75.71%)     | 48.09% (+61.43%)     |
| 0x4cc29dd2b01a3e0ed005c6e2deb5b3666e4c240c.sol | 37.93%               | 47.41% (+25.00%)     | 42.53% (+12.12%)     | 57.47% (+51.52%)     |
| 0xdcb5410ef70f59a5a2839fc6d4d0b2ca981f5e2d.sol | 36.42%               | 42.28% (+16.10%)     | 42.28% (+16.10%)     | 42.28% (+16.10%)     |
| 0x8542325b72c6d9fc0ad2ca965a78435413a915a0.sol | 40.59%               | 44.22% (+8.94%)      | 46.86% (+15.45%)     | 44.88% (+10.57%)     |
| 0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb.sol | 34.16%               | 45.65% (+33.64%)     | 45.96% (+34.55%)     | 47.83% (+40.00%)     |
| 0x5ca381bbfb58f0092df149bd3d243b08b9a8386e.sol | 31.63%               | 43.26% (+36.76%)     | 40.47% (+27.94%)     | 40.47% (+27.94%)     |
| 0x11c039f368606d91664bfd10137b00eee13cde77.sol | 48.35%               | 51.28% (+6.06%)      | 56.78% (+17.42%)     | 56.04% (+15.91%)     |
| 0x8bcb64bfda77905398b67af0af084c744e777a20.sol | 26.85%               | 37.35% (+39.08%)     | 27.47% (+2.30%)      | 34.88% (+29.89%)     |
| 0x275b69aa7c8c1d648a0557656bce1c286e69a29d.sol | 46.76%               | 56.47% (+20.75%)     | 56.18% (+20.13%)     | 44.12% (-5.66%)      |
| 0xe3278df3eb2085ba9b6899812a99a10f9ca5e0df.sol | 40.67%               | 55.97% (+37.61%)     | 43.28% (+6.42%)      | 57.46% (+41.28%)     |
| 0xa5b46ff9a887180c8fb2d97146398ddfc5fef1cd.sol | 48.74%               | 54.62% (+12.07%)     | 50.84% (+4.31%)      | 44.96% (-7.76%)      |
| 0x399934a1b63154c825e518c68b7da2147d6cb0c9.sol | 32.91%               | 41.96% (+27.48%)     | 53.77% (+63.36%)     | 54.77% (+66.41%)     |
| 0xd1ceeeefa68a6af0a5f6046132d986066c7f9426.sol | 29.88%               | 33.20% (+11.11%)     | 21.16% (-29.17%)     | 3.32% (-88.89%)      |
| 0x9af4f26941677c706cfecf6d3379ff01bb85d5ab.sol | 35.14%               | 34.50% (-1.82%)      | 35.78% (+1.82%)      | 39.62% (+12.73%)     |
| 0x9f0f1be08591ab7d990faf910b38ed5d60e4d5bf.sol | 40.15%               | 65.64% (+63.46%)     | 40.15% (0.00%)       | 64.86% (+61.54%)     |
| 0xe803267c5086252425befe8e1f9c4cec0ea3a952.sol | 46.98%               | 47.69% (+1.52%)      | 50.18% (+6.82%)      | 47.33% (+0.76%)      |
| 0x6c6ee5e31d828de241282b9606c8e98ea48526e2.sol | 38.21%               | 39.15% (+2.47%)      | 40.09% (+4.94%)      | 54.72% (+43.21%)     |
| 0xe30a76ec9168639f09061e602924ae601d341066.sol | 51.64%               | 58.61% (+13.49%)     | 47.95% (-7.14%)      | 56.56% (+9.52%)      |
| 0xdf4703c56d1497a33c3fe75c2ee4ba02515778e9.sol | 43.45%               | 48.28% (+11.11%)     | 51.72% (+19.05%)     | 48.28% (+11.11%)     |
| 0xfb5a551374b656c6e39787b1d3a03feab7f3a98e.sol | 37.33%               | 48.33% (+29.46%)     | 49.33% (+32.14%)     | 43.33% (+16.07%)     |
| 0xff603f43946a3a28df5e6a73172555d8c8b02386.sol | 53.55%               | 54.50% (+1.77%)      | 54.03% (+0.88%)      | 55.45% (+3.54%)      |
| 0xb0ca787f8cf38f077e8201b05378da230a8b462f.sol | 28.70%               | 31.84% (+10.94%)     | 31.84% (+10.94%)     | 31.84% (+10.94%)     |
| 0x5b135d7e2774c801a73208f258123d7623e07784.sol | 33.63%               | 52.85% (+57.14%)     | 42.04% (+25.00%)     | 47.75% (+41.96%)     |
| 0xf966bc1e1ab786830fd98a3f8f978940f8e5c13e.sol | 39.94%               | 61.32% (+53.54%)     | 60.38% (+51.18%)     | 59.12% (+48.03%)     |
| 0x98d8d146e644171cd47ff8588987b7bdeef72a87.sol | 50.17%               | 52.54% (+4.73%)      | 54.58% (+8.78%)      | 50.51% (+0.68%)      |
| 0xffe04344f48e7ca2ee5e25bf557ac88b1b769cb3.sol | 38.91%               | 54.86% (+41.00%)     | 55.64% (+43.00%)     | 43.97% (+13.00%)     |
| 0xfa55951f84bfbe2e6f95aa74b58cc7047f9f0644.sol | 34.13%               | 35.03% (+2.63%)      | 34.73% (+1.75%)      | 35.33% (+3.51%)      |
| 0x9457725777a69922af16f3f3d58a92dae1995856.sol | 27.85%               | 43.04% (+54.55%)     | 41.14% (+47.73%)     | 42.41% (+52.27%)     |
| 0x54f0e3b0d7ccbb65e56d166350aa86f7e71ce20b.sol | 45.88%               | 57.65% (+25.64%)     | 58.82% (+28.21%)     | 42.75% (-6.84%)      |
| 0x9f103cd6fb907928351353e6f339c3fdcd5ee05c.sol | 39.15%               | 46.23% (+18.07%)     | 46.23% (+18.07%)     | 47.17% (+20.48%)     |
| 0xc88be04c809856b75e3dfe19eb4dcf0a3b15317a.sol | 41.04%               | 42.20% (+2.82%)      | 52.02% (+26.76%)     | 54.91% (+33.80%)     |
| 0xd54661c39362c2f1137f42307036f5b75a722a20.sol | 34.16%               | 53.38% (+56.25%)     | 44.13% (+29.17%)     | 45.91% (+34.38%)     |
| 0x36d10c6800d569bb8c4fe284a05ffe3b752f972c.sol | 53.67%               | 59.63% (+11.11%)     | 60.09% (+11.97%)     | 58.26% (+8.55%)      |
| 0x27695e09149adc738a978e9a678f99e4c39e9eb9.sol | 47.12%               | 57.81% (+22.67%)     | 58.90% (+25.00%)     | 61.92% (+31.40%)     |
| 0x464ebe77c293e473b48cfe96ddcf88fcf7bfdac0.sol | 37.14%               | 53.32% (+43.57%)     | 50.93% (+37.14%)     | 51.19% (+37.86%)     |
| 0x490c95be16384e1f28b9e864e98ffecfcbff386d.sol | 38.42%               | 49.85% (+29.77%)     | 51.61% (+34.35%)     | 51.61% (+34.35%)     |
| 0x8a88f04e0c905054d2f33b26bb3a46d7091a039a.sol | 42.68%               | 49.37% (+15.69%)     | 48.12% (+12.75%)     | 45.19% (+5.88%)      |
| 0x5f53f7a8075614b699baad0bc2c899f4bad8fbbf.sol | 25.99%               | 33.64% (+29.41%)     | 33.64% (+29.41%)     | 36.70% (+41.18%)     |
| 0x7444e28d8d8db540054271b1e9a9c2573aaf01b7.sol | 38.24%               | 41.47% (+8.46%)      | 50.00% (+30.77%)     | 55.29% (+44.62%)     |
| 0xea26c4ac16d4a5a106820bc8aee85fd0b7b2b664.sol | 36.23%               | 52.45% (+44.79%)     | 40.38% (+11.46%)     | 40.00% (+10.42%)     |
| 0xeef8102a0d46d508f171d7323bceffc592835f13.sol | 35.64%               | 43.62% (+22.39%)     | 45.21% (+26.87%)     | 40.96% (+14.93%)     |
| 0xbf3f09e4eba5f7805e5fac0ee09fd6ee8eebe4cb.sol | 0.00%                | 0.00% (0.00%)        | 0.00% (0.00%)        | 0.00% (0.00%)        |
| 0xafb559485401f81fcab7af7f5b5f6dd3b962c63f.sol | 30.90%               | 46.78% (+51.39%)     | 48.07% (+55.56%)     | 51.50% (+66.67%)     |
| 0xcf9fbffec9e0e5bbc62e79bf1965f5db76955661.sol | 47.21%               | 51.67% (+9.45%)      | 55.76% (+18.11%)     | 49.44% (+4.72%)      |
| 0x500565e098d98a273224ec8fb33d98dc8946f8b9.sol | 31.76%               | 42.14% (+32.67%)     | 33.02% (+3.96%)      | 38.05% (+19.80%)     |
| 0x490c95be16384e1f28b9e864e98ffecfcbff386d.sol | 38.42%               | 49.85% (+29.77%)     | 51.61% (+34.35%)     | 51.61% (+34.35%)     |
| 0x2aec18c5500f21359ce1bea5dc1777344df4c0dc.sol | 37.14%               | 33.42% (-10.00%)     | 37.93% (+2.14%)      | 33.95% (-8.57%)      |
| 0x5f937f2556fda10f5ebac54a902a93e5e7504c3e.sol | 37.85%               | 50.46% (+33.33%)     | 52.00% (+37.40%)     | 50.46% (+33.33%)     |
| 0x6beb418fc6e1958204ac8baddcf109b8e9694966.sol | 36.75%               | 40.33% (+9.74%)      | 41.53% (+12.99%)     | 42.24% (+14.94%)     |
| 0x541cdaae3d240aee1a79a7469c2f10b6dd98e4d7.sol | 32.99%               | 51.70% (+56.70%)     | 39.46% (+19.59%)     | 50.00% (+51.55%)     |
| 0x4a8f44be523580a11cdb20e2c7c470adf44ec9bb.sol | 30.11%               | 48.58% (+61.32%)     | 52.27% (+73.58%)     | 51.99% (+72.64%)     |
| 0x8b40761142b9aa6dc8964e61d0585995425c3d94.sol | 44.78%               | 46.27% (+3.33%)      | 57.71% (+28.89%)     | 58.71% (+31.11%)     |
| 0xfc0d912896ea2cadfc49735f8c564809ebec593e.sol | 34.19%               | 49.26% (+44.09%)     | 53.31% (+55.91%)     | 44.49% (+30.11%)     |
| 0xd10cbb3ca3ac21da64009dd394b3f3125243b67d.sol | 38.58%               | 57.10% (+48.00%)     | 57.41% (+48.80%)     | 39.81% (+3.20%)      |
| 0x77599d2c6db170224243e255e6669280f11f1473.sol | 38.26%               | 40.19% (+5.04%)      | 44.37% (+15.97%)     | 41.48% (+8.40%)      |
| 0x14ddda446688b73161aa1382f4e4343353af6fc8.sol | 45.77%               | 51.74% (+13.04%)     | 49.75% (+8.70%)      | 54.73% (+19.57%)     |
| 0x1d462811562cc3675375a6d00c1618a370c27836.sol | 34.45%               | 46.64% (+35.37%)     | 46.22% (+34.15%)     | 51.68% (+50.00%)     |
| 0xe57cf6e88505f36954e7c8e6ca9d6b645d030375.sol | 39.41%               | 43.82% (+11.19%)     | 54.12% (+37.31%)     | 48.24% (+22.39%)     |
| 0x642f4be6da9d9daa9076f8d161b15a166e966069.sol | 41.23%               | 48.68% (+18.09%)     | 42.98% (+4.26%)      | 47.81% (+15.96%)     |
| 0x7b02c6118baefe500058cfc07d708fb404ef5bc6.sol | 44.84%               | 45.63% (+1.77%)      | 44.84% (0.00%)       | 40.48% (-9.73%)      |
| 0xcf8335727b776d190f9d15a54e6b9b9348439eee.sol | 33.33%               | 42.65% (+27.94%)     | 43.14% (+29.41%)     | 43.14% (+29.41%)     |
| 0x50430b6201c9859c91a5590ac71700cc71499a0e.sol | 53.40%               | 42.93% (-19.61%)     | 41.62% (-22.06%)     | 50.00% (-6.37%)      |
| 0x9e96604445ec19ffed9a5e8dd7b50a29c899a10c.sol | 46.37%               | 45.74% (-1.36%)      | 53.31% (+14.97%)     | 54.89% (+18.37%)     |
| 0x813b428af3920226e059b68a62e4c04933d4ea7a.sol | 50.76%               | 47.47% (-6.47%)      | 38.13% (-24.88%)     | 50.25% (-1.00%)      |
| 0xb2e260f12406c401874ecc960893c0f74cd6afcd.sol | 27.78%               | 35.95% (+29.41%)     | 35.95% (+29.41%)     | 35.95% (+29.41%)     |
| 0xc45ba8f03ac63e4505ac5eed4985fb4e5e94383a.sol | 44.48%               | 52.27% (+17.52%)     | 51.95% (+16.79%)     | 49.68% (+11.68%)     |
| 0x9d357d43d9733a1e59e5eb1432f2527e66e2cd43.sol | 46.35%               | 47.40% (+2.25%)      | 55.73% (+20.22%)     | 50.00% (+7.87%)      |
| 0xce53a179047ebed80261689367c093c90a94cc08.sol | 35.87%               | 43.49% (+21.24%)     | 44.13% (+23.01%)     | 44.13% (+23.01%)     |
| 0xdf7d9630d5c43f2ece338843c019f050f72dcd79.sol | 38.24%               | 42.02% (+9.89%)      | 43.28% (+13.19%)     | 46.64% (+21.98%)     |
| 0x68d57c9a1c35f63e2c83ee8e49a64e9d70528d25.sol | 45.71%               | 57.55% (+25.89%)     | 57.96% (+26.79%)     | 54.69% (+19.64%)     |
| 0x1d18f44256a27862d886e27191d55ab4029172c1.sol | 35.29%               | 35.29% (0.00%)       | 35.29% (0.00%)       | 35.29% (0.00%)       |
| 0xf670c19e19135079ac72c1fbc7be98c6e0ff27c0.sol | 46.55%               | 50.00% (+7.41%)      | 53.02% (+13.89%)     | 51.72% (+11.11%)     |
| 0xca14e435f1048569dab3264de3c6be764b29da2d.sol | 33.19%               | 37.50% (+12.99%)     | 37.93% (+14.29%)     | 37.50% (+12.99%)     |
| 0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195.sol | 46.79%               | 47.71% (+1.96%)      | 50.00% (+6.86%)      | 47.71% (+1.96%)      |
| 0xf8a15b1540d5f9d002d9ccb7fd1f23e795c2859d.sol | 31.37%               | 26.01% (-17.09%)     | 31.90% (+1.71%)      | 32.98% (+5.13%)      |
| 0x5d51fcced3114a8bb5e90cdd0f9d682bcbcc5393.sol | 28.77%               | 42.11% (+46.34%)     | 40.35% (+40.24%)     | 38.95% (+35.37%)     |
| 0xbded3f7537e75d6c38c036a3a788a549afde12b1.sol | 36.68%               | 52.01% (+41.78%)     | 40.45% (+10.27%)     | 45.73% (+24.66%)     |
| 0x1961b3331969ed52770751fc718ef530838b6dee.sol | 49.06%               | 50.57% (+3.08%)      | 50.94% (+3.85%)      | 50.94% (+3.85%)      |
| 0xf8e386eda857484f5a12e4b5daa9984e06e73705.sol | 30.21%               | 36.60% (+21.13%)     | 37.02% (+22.54%)     | 36.17% (+19.72%)     |
| 0x2ba94c2fbb89e3b631629f38ebf1d888c1825ab3.sol | 38.18%               | 46.36% (+21.43%)     | 52.73% (+38.10%)     | 43.18% (+13.10%)     |
| 0x44f588aeeb8c44471439d1270b3603c66a9262f1.sol | 40.17%               | 43.35% (+7.91%)      | 43.93% (+9.35%)      | 43.35% (+7.91%)      |
| 0x07a58629aaf3e1a0d07d8f43114b76bd5eee3b91.sol | 49.57%               | 57.33% (+15.65%)     | 53.88% (+8.70%)      | 55.17% (+11.30%)     |
| 0x808508acb3f5f9aef7950375bedb8f001cccab77.sol | 49.77%               | 34.10% (-31.48%)     | 35.48% (-28.70%)     | 53.00% (+6.48%)      |
| 0x8d2da938d6f717eb5d84f68bb0eca7584c8faf2a.sol | 34.44%               | 41.91% (+21.69%)     | 41.49% (+20.48%)     | 36.51% (+6.02%)      |
| 0xb57919aebb30812ae188dbe238bc907d56ba4a3a.sol | 62.55%               | 56.60% (-9.52%)      | 59.57% (-4.76%)      | 57.45% (-8.16%)      |
| 0xdb13025b219db5e4529f48b65ff009a26b6ae733.sol | 35.40%               | 29.97% (-15.33%)     | 39.28% (+10.95%)     | 37.47% (+5.84%)      |
| 0xfc0555aca4a78be9668993b39739d1d2616c75b0.sol | 60.07%               | 60.07% (0.00%)       | 61.87% (+2.99%)      | 58.99% (-1.80%)      |
| 0xb354bb7b7f9e528ccec735f5289ae0c09fe4e32e.sol | 34.45%               | 41.16% (+19.47%)     | 38.11% (+10.62%)     | 45.12% (+30.97%)     |
| 0xb1ed41dc1fe9b723a31137afdd1201d17917fe91.sol | 47.29%               | 56.68% (+19.85%)     | 58.84% (+24.43%)     | 60.29% (+27.48%)     |
